before_stopword,after_stopword
"['mu', 'mulai', 'kelihatan', 'punya', 'arah', 'yang', 'jelas', 'sekarang', 'enggak', 'lagi', 'terombangambing', 'semua', 'berkat', 'pelatih', 'yang', 'mengerti', 'permainan']",mu arah terombangambing berkat pelatih mengerti permainan
"['seharus', 'nya', 'memang', 'begitu', 'garnacho', 'lwf', 'amad', 'rwf']",seharus nya garnacho lwf amad rwf
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['dorgu', 'dan', 'garnacho', 'main', 'oke', 'tapi', 'pertahanan', 'kita', 'lemah', 'banget', 'tapi', 'pertahanan', 'masih', 'jadi', 'pr', 'besar']",dorgu garnacho main oke pertahanan lemah banget pertahanan pr
"['pemain', 'muda', 'harus', 'lebih', 'diberi', 'kesempatan', 'mereka', 'punya', 'potensi']",pemain muda kesempatan potensi
"['striker', 'kita', 'lebih', 'cocok', 'jadi', 'figuran', 'di', 'drama', 'daripada', 'di', 'lapangan']",striker cocok figuran di drama di lapangan
"['dari', 'awal', 'pada', 'setuju', 'lebih', 'bagus', 'dalot', 'ketimbang', 'awb', 'lihat', 'tuh', 'habis', 'menyerang', 'selalu', 'off', 'position']",setuju bagus dalot ketimbang awb lihat tuh habis menyerang off position
"['ada', 'saja', 'kelakuannya']",kelakuannya
"['itulah', 'kenapa', 'gua', 'tinggal', 'tidur', 'dari', 'awal', 'saja', 'harusnya', 'paling', 'enggak', 'sudah', 'kebobolan', 'gol', 'tapi', 'untung', 'saja', 'tembakan', 'pemain', 'cp', 'pada', 'melenceng', 'mu', 'benar', 'dibikin', 'cry']",gua tinggal tidur kebobolan gol untung tembakan pemain cp melenceng mu dibikin cry
"['untuk', 'gol', 'ke', 'harusnya', 'onana', 'reflek', 'halau', 'atau', 'tangkap', 'bola', 'saat', 'diumpan', 'toh', 'itu', 'wilayahnya', 'cuma', 'maju', 'berapa', 'meter', 'doang', 'kagak', 'memilih', 'diam']",gol ke onana reflek halau tangkap bola diumpan wilayahnya maju meter doang kagak memilih diam
"['menang', 'terus']",menang
"['hadeuhh', 'intinya', 'fan', 'itu', 'jangan', 'butaa', 'kalau', 'pelatihnya', 'ngelawak', 'dan', 'puja', 'percaya', 'proses', 'sama', 'pelatih', 'yang', 'kurang', 'tempat', 'akan', 'tetap', 'jalan', 'ditempat']",hadeuhh intinya fan butaa pelatihnya ngelawak puja percaya proses pelatih jalan ditempat
"['zirkzee', 'kocak', 'anjai']",zirkzee kocak anjai
"['kalo', 'ini', 'ya', 'gua', 'jelas', 'setuju', 'gua', 'juga', 'kesel', 'kenapa', 'semalem', 'enggak', 'maenin', 'amad', 'garnacho', 'onana', 'juga', 'sama', 'coba', 'kayak', 'maenin', 'bayindir']",kalo ya gua setuju gua kesel semalem maenin amad garnacho onana coba kayak maenin bayindir
"['amrabat', 'saja', 'sudah', 'kali', 'main', 'di', 'fiorentina']",amrabat kali main di fiorentina
"['b', 'benar', 'wkwk']",b wkwk
"['banyak', 'pemain', 'mu', 'yang', 'performanya', 'naik', 'turun', 'harusnya', 'lebih', 'konsisten']",pemain mu performanya turun konsisten
"['emyu', 'legend', 'main', 'jam', 'berapa', 'min']",emyu legend main jam min
"['biar', 'terbahagbahag']",biar terbahagbahag
"['deh', 'betul']",deh
"['untuk', 'visi', 'masih', 'bagus', 'pogba', 'casemirocmn', 'doi', 'ini', 'maine', 'spartan', 'cepat', 'cover', 'area', 'cepat', 'mutus', 'serangan', 'lawan', 'masih', 'bisa', 'meningkat', 'lagi']",visi bagus pogba casemirocmn doi maine spartan cepat cover area cepat mutus serangan lawan meningkat
"['wkwkwk', 'memang', 'bukan', 'matematika', 'tapi', 'brighton', 'dengan', 'skuad', 'begitu', 'mainnya', 'bisa', 'maksimal', 'emyu', 'apa', 'kabar', 'fan', 'bola', 'baru', 'kali', 'lu', 'enggak', 'tau', 'kalo', 'pelatihnya', 'medioker']",wkwkwk matematika brighton skuad mainnya maksimal emyu kabar fan bola kali lu tau kalo pelatihnya medioker
"['jangan', 'hujat', 'formasinya', 'kalo', 'formasi', 'ini', 'menang', 'tadi', 'pasti', 'beda', 'ketikan', 'kalian']",hujat formasinya kalo formasi menang beda ketikan
"['onana', 'main', 'home', 'beh', 'combo', 'mematikan']",onana main home beh combo mematikan
"['fred', 'sering', 'membuat', 'keputusan', 'terburuburu', 'yang', 'menyebabkan', 'kita', 'kehilangan', 'bola', 'di', 'area', 'kritis']",fred keputusan terburuburu menyebabkan kehilangan bola di area kritis
"['performa', 'tim', 'naik', 'turun', 'kadang', 'sangat', 'dominan', 'kadang', 'kehilangan', 'arah']",performa tim turun kadang dominan kadang kehilangan arah
"['hadeh', 'semoga', 'enggak', 'ngelawak', 'ya', 'onana']",hadeh semoga ngelawak ya onana
"['mainin', 'deh', 'light', 'malah', 'kebobolan', 'kok']",mainin deh light kebobolan
"['parah', 'bang', 'di', 'musim', 'pertama', 'ten', 'hag', 'deh', 'gea', 'jadi', 'kiper', 'terbaik', 'kalo', 'bapuk', 'gapapa', 'deh', 'di', 'ganti', 'lah', 'ini', 'kiper', 'terbaik', 'ten', 'hag', 'manfaatin', 'deh', 'gea', 'habis', 'itu', 'di', 'buang']",parah bang di musim ten hag deh gea kiper terbaik kalo bapuk gapapa deh di ganti kiper terbaik ten hag manfaatin deh gea habis di buang
"['sudah', 'gua', 'bilang', 'ini', 'tim', 'sudah', 'bagus', 'kemarin', 'lemah', 'diposisi', 'kiper', 'yang', 'kurang', 'bagus', 'di', 'bola', 'atas', 'bagusnya', 'amorim', 'sadar', 'dan', 'langsung', 'rotasi', 'onana']",gua bilang tim bagus kemarin lemah diposisi kiper bagus di bola bagusnya amorim sadar langsung rotasi onana
"['sering', 'terjadi', 'miskomunikasi', 'di', 'lini', 'belakang', 'harus', 'segera', 'diperbaiki']",miskomunikasi di lini diperbaiki
"['mau', 'salahin', 'siapa', 'bro', 'yang', 'bikni', 'taktik', 'nerapin', 'pemain', 'dan', 'pasang', 'pemain', 'ya', 'pelatih', 'bro']",salahin bro bikni taktik nerapin pemain pasang pemain ya pelatih bro
"['setpiece', 'masih', 'buruk', 'bahkan', 'lebih', 'buruk', 'dari', 'era', 'ten', 'hag']",setpiece buruk buruk era ten hag
"['hasil', 'imbang', 'di', 'laga', 'pertama', 'ini', 'sedikit', 'mengecewakan', 'namun', 'saya', 'melihat', 'ada', 'perbaikan', 'dalam', 'filosofi', 'permainan', 'mu', 'di', 'bawah', 'ruben', 'amorim']",hasil imbang di laga mengecewakan perbaikan filosofi permainan mu di ruben amorim
"['apapun', 'strateginya', 'onana', 'lah', 'kipernya']",apapun strateginya onana kipernya
"['ini', 'nih', 'komen', 'epik']",nih komen epik
"['jangan', 'lihat', 'gol', 'nya', 'lihat', 'decision', 'making', 'nya', 'passing', 'nya', 'sudah', 'game', 'jangan', 'samain', 'pre', 'season']",lihat gol nya lihat decision making nya passing nya game samain pre season
"['tim', 'medis', 'nya', 'dipertanyakan']",tim medis nya
"['parah', 'banget', 'sih', 'strategi', 'eth', 'ini', 'kenapa', 'enggak', 'dari', 'awal', 'main', 'ada', 'striker']",parah banget sih strategi eth main striker
"['sty', 'ini']",sty
"['kekalahan', 'yang', 'sangat', 'memalukan', 'kalah', 'dan', 'masih', 'banyak', 'masalah', 'di', 'lini', 'belakang', 'amorim', 'harus', 'segera', 'perbaiki']",kekalahan memalukan kalah di lini amorim perbaiki
"['kita', 'bermain', 'cukup', 'rapi', 'tapi', 'tidak', 'banyak', 'momen', 'luar', 'biasa', 'masih', 'ada', 'yang', 'perlu', 'diperbaiki']",bermain rapi momen diperbaiki
"['inpo', 'ig', 'wasit']",inpo ig wasit
"['selama', 'enggak', 'ada', 'onana', 'kita', 'melihatnya', 'kaya', 'ya', 'aman', 'saja', 'begitu', 'bang']",onana kaya ya aman bang
"['dalot', 'ya']",dalot ya
"['eth', 'kepala', 'batu', 'cocoknya', 'diganti', 'memang', 'pelatih', 'medioker', 'itu']",eth kepala batu cocoknya diganti pelatih medioker
"['soalnya', 'mu', 'memungkin', 'kan', 'buat', 'degradasi', 'musim', 'ini']",mu memungkin degradasi musim
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['konstribusi', 'gue', 'menonton', 'live', 'stream', 'bayar', 'di', 'vidiocom']",konstribusi gue menonton live stream bayar di vidiocom
"['sudah', 'main', 'laser', 'kalah']",main laser kalah
"['siap', 'sih', 'paling', 'efootball']",sih efootball
"['suruh', 'nerusin', 'bruno', 'striker', 'sih']",suruh nerusin bruno striker sih
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['dorgu', 'itu', 'type', 'pemain', 'versatile', 'sama', 'kayak', 'marcos', 'llorente', 'rodrigo', 'deh', 'paul', 'di', 'atm', 'bisa', 'main', 'di', 'beberapa', 'posisi', 'kalo', 'lu', 'main', 'efootball', 'pasti', 'tau']",dorgu type pemain versatile kayak marcos llorente rodrigo deh paul di atm main di posisi kalo lu main efootball tau
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['tuh', 'striker', 'yang', 'biasanya', 'dicaci', 'sudah', 'dicadangin', 'terbukti', 'enggak', 'membaik', 'kan', 'mainnya', 'brati', 'memang', 'ada', 'yang', 'salah', 'sama', 'ini', 'tim', 'tapi', 'fan', 'mu', 'sukanya', 'cari', 'kambing', 'hitam', 'wkwkwkw']",tuh striker dicaci dicadangin terbukti membaik mainnya brati salah tim fan mu sukanya cari kambing hitam wkwkwkw
"['prattama', 'bukan', 'opsi', 'tapi', 'wajib']",prattama opsi wajib
"['pertandingan', 'kemarin', 'sebenarnya', 'seru', 'tapi', 'sayang', 'hasilnya', 'enggak', 'maksimal']",pertandingan kemarin seru sayang hasilnya maksimal
"['enggak', 'masalah', 'kalo', 'loan', 'rashford', 'anthony', 'tapi', 'masalahnya', 'enggak', 'datengin', 'pemain', 'baru', 'buat', 'backup', 'ini', 'jelas', 'salah', 'manajemen']",kalo loan rashford anthony datengin pemain backup salah manajemen
"['permainan', 'tim', 'terlihat', 'lebih', 'terorganisir', 'meskipun', 'hanya', 'hasil', 'imbang', 'saya', 'melihat', 'ada', 'semangat', 'baru', 'yang', 'ditunjukkan', 'pemain']",permainan tim terorganisir hasil imbang semangat pemain
"['pertahanan', 'bobrok', 'penyerangan', 'impoten', 'tengah', 'lapang', 'kosong', 'terima', 'kasih', 'amorim']",pertahanan bobrok penyerangan impoten lapang kosong terima kasih amorim
"['sudah', 'bukan', 'salah', 'pelatih', 'bwangg', 'memang', 'emyu', 'yang', 'bapuk']",salah pelatih bwangg emyu bapuk
"['saya', 'percaya', 'dengan', 'filosofi', 'ruben', 'amorim', 'bruno', 'fernandes', 'semakin', 'kreatif', 'namun', 'lini', 'serang', 'masih', 'perlu', 'lebih', 'banyak', 'peluang', 'di', 'depan', 'gawang']",percaya filosofi ruben amorim bruno fernandes kreatif lini serang peluang di gawang
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['untuk', 'saat', 'ini', 'belum', 'ada']",
"['kenapa', 'jadi', 'mahal', 'padahal', 'pemain', 'yang', 'sudah', 'enggak', 'dipakai', 'pelatihnya']",mahal pemain dipakai pelatihnya
"['pakai', 'mu', 'lu', 'sudah']",pakai mu lu
"['amorim', 'mulai', 'tunjukkan', 'potensi', 'besar', 'tapi', 'pertahanan', 'kita', 'masih', 'kurang', 'rapat', 'semoga', 'segera', 'diperbaiki']",amorim tunjukkan potensi pertahanan rapat semoga diperbaiki
"['untuk', 'saat', 'ini', 'belum', 'ada']",
"['gue', 'enggak', 'butuh', 'tropi', 'nya', 'dulu', 'minimal', 'main', 'skemanya', 'jelas', 'enggak', 'main', 'pragmatis', 'saja', 'kayak', 'musim', 'kemarin']",gue butuh tropi nya minimal main skemanya main pragmatis kayak musim kemarin
"['onana', 'sudah', 'kayak', 'tembok', 'beton', 'di', 'gawang', 'enggak', 'ada', 'yang', 'bisa', 'ngalahin', 'dia', 'lagi', 'sudah', 'top', 'banget']",onana kayak tembok beton di gawang ngalahin top banget
"['lebih', 'baik', 'amorim', 'resign', 'gih', 'biar', 'pemain', 'saja', 'yang', 'atur', 'permainannya', 'bagaimana', 'yakan', 'capek', 'sudah', 'ganti', 'pelatih', 'toh', 'sama', 'saja', 'juga', 'pada', 'bobrok']",amorim resign gih biar pemain atur permainannya yakan capek ganti pelatih bobrok
"['eth', 'kapan', 'di', 'pecat']",eth di pecat
"['kapan', 'lagi', 'dapat', 'pemain', 'tapi', 'kalo', 'ke', 'juve', 'oke', 'lah', 'barter', 'sama', 'chiesa', 'mah']",pemain kalo ke juve oke barter chiesa mah
"['slow', 'masih', 'game', 'awal', 'bisa', 'saja', 'kesambet', 'setelah', 'ini', 'bisa', 'juga', 'makin', 'parah']",slow game kesambet parah
"['rashford', 'out']",rashford out
"['sudah', 'bukan', 'salah', 'pelatih', 'bwangg', 'memang', 'emyu', 'yang', 'bapuk']",salah pelatih bwangg emyu bapuk
['berak'],berak
"['ugarte', 'dm', 'maino', 'cuma', 'bruno', 'amf', 'lwf', 'garnacho', 'rwf', 'amad', 'cf', 'hojlund']",ugarte dm maino bruno amf lwf garnacho rwf amad cf hojlund
"['benaran', 'semua', 'trnyta', 'ada', 'iklan', 'sudah', 'mahal', 'tiba', 'tiba', 'iklan']",benaran trnyta iklan mahal iklan
"['saya', 'mulai', 'optimis', 'dengan', 'pendekatan', 'ruben', 'amorim', 'meskipun', 'hasil', 'imbang', 'permainan', 'tim', 'lebih', 'terstruktur', 'dan', 'lebih', 'cepat']",optimis pendekatan ruben amorim hasil imbang permainan tim terstruktur cepat
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['lu', 'siapa', 'mengatur', 'gua', 'fan', 'emyu', 'kalau', 'ada', 'pemain', 'yang', 'main', 'jelek', 'ya', 'dikritik', 'lah', 'pemikiran', 'fan', 'kaya', 'lu', 'yang', 'bikin', 'pemain', 'emyu', 'jadi', 'manjaa', 'kocak']",lu mengatur gua fan emyu pemain main jelek ya dikritik pemikiran fan kaya lu bikin pemain emyu manjaa kocak
"['bayindir', 'starter', 'lah', 'liga', 'itu', 'match']",bayindir starter liga match
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['jangan', 'jangan', 'onana', 'kiper', 'titipan']",onana kiper titipan
"['beberapa', 'keputusan', 'ten', 'hag', 'dalam', 'pengaturan', 'taktik', 'terasa', 'kurang', 'tepat', 'terutama', 'saat', 'tim', 'mengendurkan', 'permainan', 'di', 'babak', 'kedua']",keputusan ten hag pengaturan taktik tim mengendurkan permainan di babak
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['secara', 'permainan', 'enak', 'nih', 'tinggal', 'kasih', 'waktu', 'saja', 'ini', 'pelatih']",permainan enak nih tinggal kasih pelatih
"['punya', 'striker', 'bagus', 'malah', 'dibuang']",striker bagus dibuang
"['di', 'beli', 'dari', 'chelsea', 'cuman', 'jadi', 'langganan', 'bpjs']",di beli chelsea cuman langganan bpjs
"['ajax', 'united', 'kalah', 'ya', 'tadi', 'malam']",ajax united kalah ya malam
"['tiap', 'musim', 'begini', 'terus']",musim
"['saya', 'percaya', 'ruben', 'amorim', 'akan', 'bisa', 'membawa', 'mu', 'kembali', 'ke', 'jalur', 'kemenangan', 'meskipun', 'kami', 'hanya', 'bermain', 'imbang', 'di', 'pertandingan', 'pertama']",percaya ruben amorim membawa mu ke jalur kemenangan bermain imbang di pertandingan
"['sayang', 'banget', 'banyak', 'peluang', 'yang', 'terbuang', 'harus', 'lebih', 'fokus']",sayang banget peluang terbuang fokus
"['saya', 'rasa', 'ruben', 'amorim', 'sudah', 'memperkenalkan', 'permainan', 'yang', 'lebih', 'cepat', 'meskipun', 'hasilnya', 'imbang', 'saya', 'melihat', 'banyak', 'perbaikan', 'di', 'tim']",ruben amorim memperkenalkan permainan cepat hasilnya imbang perbaikan di tim
"['mantap', 'casemiro', 'lanjutkan', 'blunder', 'mu', 'yang', 'brilian', 'itu']",mantap casemiro lanjutkan blunder mu brilian
"['r', 'ben', 'amorim', 'sukses', 'meningkatkan', 'mentalitas', 'tim', 'mereka', 'lebih', 'percaya', 'diri', 'di', 'lapangan']",r ben amorim sukses meningkatkan mentalitas tim percaya di lapangan
"['ruben', 'amorim', 'harus', 'lebih', 'tegas', 'dalam', 'rotasi', 'pemain', 'lini', 'serang', 'yang', 'kurang', 'tajam', 'menjadi', 'masalah', 'besar', 'di', 'laga', 'pertama']",ruben amorim rotasi pemain lini serang tajam di laga
"['eth', 'kapan', 'di', 'pecat']",eth di pecat
"['ujungnya', 'jadi', 'cadangan']",ujungnya cadangan
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['banyak', 'dirugikan', 'mu', 'hari', 'ini']",dirugikan mu
"['lihat', 'di', 'fanbase', 'sebelah', 'katanya', 'gaji', 'sancho', 'dibayar', 'sama', 'chelsea', 'jadi', 'yang', 'benar', 'yang', 'mana', 'ya']",lihat di fanbase sebelah gaji sancho dibayar chelsea ya
"['saya', 'senang', 'melihat', 'semangat', 'baru', 'yang', 'dibawa', 'ruben', 'amorim', 'meskipun', 'hasilnya', 'imbang', 'saya', 'merasa', 'ada', 'banyak', 'potensi', 'untuk', 'berkembang']",senang semangat dibawa ruben amorim hasilnya imbang potensi berkembang
"['ini', 'nih', 'komen', 'epik']",nih komen epik
"['amorim', 'lebih', 'berani', 'rotasi', 'pemain', 'tidak', 'terpaku', 'pada', 'nama', 'besar', 'seperti', 'ten', 'hag']",amorim berani rotasi pemain terpaku nama ten hag
"['amorim', 'membuat', 'permainan', 'lebih', 'seimbang', 'antara', 'serangan', 'dan', 'bertahan', 'tetapi', 'konsistensi', 'masih', 'jadi', 'masalah']",amorim permainan seimbang serangan bertahan konsistensi
"['amad', 'casemiro', 'kurs', 'banget']",amad casemiro kurs banget
"['cuman', 'modal', 'build', 'up', 'doang', 'tarkam', 'rt', 'di', 'gua', 'juga', 'bisa', 'bang', 'kalau', 'build', 'mah', 'build', 'juga', 'cuman', 'di', 'pertahanan', 'sendiri', 'pas', 'di', 'pertahanan', 'lawan', 'bingung', 'dan', 'bola', 'balik', 'ke', 'belakang', 'lagi']",cuman modal build up doang tarkam rt di gua bang build mah build cuman di pertahanan pas di pertahanan lawan bingung bola ke
"['dialo', 'n', 'maino', 'kenapa']",dialo n maino
['wkwkwk'],wkwkwk
"['follback', 'bang']",follback bang
"['kamu', 'saja', 'yang', 'main', 'mas', 'biar', 'makin', 'keren']",main mas biar keren
"['terus', 'coba', 'sebutin', 'siapa', 'yang', 'cocok', 'gantiin']",coba sebutin cocok gantiin
"['seluruh', 'tim', 'tampil', 'luar', 'biasa', 'semangat', 'juangnya', 'bikin', 'kagum']",tim tampil semangat juangnya bikin kagum
"['jadwal', 'main', 'kapan', 'jam', 'berapa']",jadwal main jam
"['rashford', 'dapat', 'peluang', 'juga']",rashford peluang
"['harusnya', 'begitu', 'contohlah', 'paduka', 'maguire', 'di', 'puji', 'tidak', 'terbang', 'di', 'acaci', 'tidak', 'tumbang', 'jangan', 'kayak', 'sancho', 'apa', 'lagi', 'mariadi']",contohlah paduka maguire di puji terbang di acaci tumbang kayak sancho mariadi
"['wkwkwk', 'biasanya', 'yang', 'mengomong', 'begini', 'yang', 'boti']",wkwkwk mengomong boti
"['kayak', 'ya', 'sih', 'bukan', 'experimen', 'mungkin', 'itu', 'pesan', 'dari', 'ruben', 'buat', 'managemen', 'kalau', 'dia', 'perlu', 'pemain', 'baru', 'di', 'depan', 'coz', 'emyu', 'deh', 'keluar', 'pemain', 'depan', 'tapi', 'baru', 'dapat', 'bek', 'kiri', 'sama', 'bek', 'muda', 'arsenal']",kayak ya sih experimen pesan ruben managemen pemain di coz emyu deh pemain bek kiri bek muda arsenal
"['zirkzee', 'mulai', 'mencair']",zirkzee mencair
"['posisi', 'juga', 'unbeaten', 'kan', 'bang']",posisi unbeaten bang
"['amorim', 'akhirnya', 'bikin', 'tim', 'lebih', 'kompak', 'tapi', 'defense', 'kita', 'masih', 'sering', 'keluar', 'dari', 'posisi', 'perlu', 'lebih', 'rapat']",amorim bikin tim kompak defense posisi rapat
"['laga', 'kedua', 'memperlihatkan', 'perbaikan', 'dalam', 'pertahanan', 'namun', 'rashford', 'harus', 'lebih', 'sering', 'menembak', 'untuk', 'mendapatkan', 'gol']",laga perbaikan pertahanan rashford menembak gol
"['hojlund', 'di', 'ipassing', 'pelan', 'saja', 'beberapa', 'kali', 'lepas', 'mulu', 'controlnya', 'angkut', 'gyokers', 'ajalah']",hojlund di ipassing pelan kali lepas mulu controlnya angkut gyokers ajalah
"['bayindir', 'ini', 'padahal', 'enggak', 'cuy', 'cuma', 'kurang', 'menit', 'bermain', 'saja', 'tinggi', 'besar', 'loh', 'padahal', 'bikin', 'lawan', 'rada', 'susah', 'bikin', 'gol', 'bruno', 'enggak', 'ada', 'capeknya']",bayindir cuy menit bermain loh bikin lawan rada susah bikin gol bruno capeknya
"['mending', 'ke', 'juve', 'tuker', 'chiesa']",mending ke juve tuker chiesa
"['setuju', 'kalo', 'enggak', 'rashford', 'kunciin', 'dikamar', 'mandi', 'dulu', 'please', 'banget', 'biar', 'dia', 'sadar', 'diri', 'seengaknya']",setuju kalo rashford kunciin dikamar mandi please banget biar sadar seengaknya
"['bayindir', 'terlalu', 'op', 'disini', 'geloo']",bayindir op geloo
"['banyak', 'pemain', 'mu', 'yang', 'harus', 'meningkatkan', 'mentalitas', 'mereka']",pemain mu meningkatkan mentalitas
"['glazers', 'tolol', 'buang', 'duit', 'buat', 'pelatih', 'amatiran', 'dari', 'portugal', 'mending', 'balik', 'ke', 'ten', 'hag']",glazers tolol buang duit pelatih amatiran portugal mending ke ten hag
"['the', 'real', 'karmainstagramcsvinstagram']",the real karmainstagramcsvinstagram
"['lini', 'serang', 'masih', 'menjadi', 'masalah', 'utama', 'tapi', 'saya', 'percaya', 'dengan', 'waktu', 'ruben', 'amorim', 'akan', 'membuat', 'tim', 'ini', 'lebih', 'tajam', 'di', 'depan', 'gawang']",lini serang utama percaya ruben amorim tim tajam di gawang
"['pas', 'masuk', 'delight', 'malah', 'hancur', 'pertahanan']",pas masuk delight hancur pertahanan
"['di', 'chrome', 'saja', 'ketik', 'tigoals']",di chrome ketik tigoals
"['senang', 'lihat', 'progres', 'tim', 'amorim', 'bawa', 'perubahan', 'yang', 'ditunggu']",senang lihat progres tim amorim bawa perubahan ditunggu
"['garnacho', 'dan', 'amad', 'game', 'changer']",garnacho amad game changer
"['jam', 'berapa', 'main', 'nya', 'bang']",jam main nya bang
"['kemarin', 'omongnya', 'mazroui', 'dtng', 'untuk', 'bantu', 'antonyeh', 'antonynya', 'di', 'cadangkan', 'juga']",kemarin omongnya mazroui dtng bantu antonyeh antonynya di cadangkan
['altay'],altay
"['lah', 'ada', 'yang', 'nyenggol', 'katanya', 'setiap', 'tahun', 'dapat', 'tropi', 'bro', 'tuh', 'botak', 'ya', 'gue', 'balas', 'begitu', 'dong', 'masa', 'tropi', 'domestik', 'non', 'epl', 'saja', 'dibanggain', 'sekelas', 'mu']",nyenggol tropi bro tuh botak ya gue balas tropi domestik non epl dibanggain sekelas mu
