before_tokenisasi,after_tokenisasi
wajar ngab orang enggak pernah dikasih menit bermain yang layak beda dengan onani starter terus plangaplongo iya logikanya begini ente sering main pas bola lawan orang yang jarang main pas bola bakal menang mana,"['wajar', 'ngab', 'orang', 'enggak', 'pernah', 'dikasih', 'menit', 'bermain', 'yang', 'layak', 'beda', 'dengan', 'onani', 'starter', 'terus', 'plangaplongo', 'iya', 'logikanya', 'begini', 'ente', 'sering', 'main', 'pas', 'bola', 'lawan', 'orang', 'yang', 'jarang', 'main', 'pas', 'bola', 'bakal', 'menang', 'mana']"
bukan masalah suka enggak suka di munchen yang selama ini adem ayem saja bisa ribut gegara tuchel masuk malah mau dimasukin mu yang acak adut,"['bukan', 'masalah', 'suka', 'enggak', 'suka', 'di', 'munchen', 'yang', 'selama', 'ini', 'adem', 'ayem', 'saja', 'bisa', 'ribut', 'gegara', 'tuchel', 'masuk', 'malah', 'mau', 'dimasukin', 'mu', 'yang', 'acak', 'adut']"
akhirnya tim ini punya mental juara amorim bikin mereka percaya diri,"['akhirnya', 'tim', 'ini', 'punya', 'mental', 'juara', 'amorim', 'bikin', 'mereka', 'percaya', 'diri']"
lae tenang ada mas mount,"['lae', 'tenang', 'ada', 'mas', 'mount']"
apa kabar zirkzee gue rasa dia bakal jadi pembeda buat mu diharapkan bisa nyetak gol banyak,"['apa', 'kabar', 'zirkzee', 'gue', 'rasa', 'dia', 'bakal', 'jadi', 'pembeda', 'buat', 'mu', 'diharapkan', 'bisa', 'nyetak', 'gol', 'banyak']"
tominay kan laku lumayan lah,"['tominay', 'kan', 'laku', 'lumayan', 'lah']"
saya optimis dengan perubahan yang dibawa ruben amorim tetapi kami harus lebih tajam di depan gawang untuk meraih kemenangan,"['saya', 'optimis', 'dengan', 'perubahan', 'yang', 'dibawa', 'ruben', 'amorim', 'tetapi', 'kami', 'harus', 'lebih', 'tajam', 'di', 'depan', 'gawang', 'untuk', 'meraih', 'kemenangan']"
leister menang,"['leister', 'menang']"
sudah gapaham lagi sama onana reflek nya ampun ini orang,"['sudah', 'gapaham', 'lagi', 'sama', 'onana', 'reflek', 'nya', 'ampun', 'ini', 'orang']"
garnacho dan hojlund tampil luar biasa namun kita tetap harus waspada dengan pertahanan yang masih keropos kemenangan saja enggak cukup,"['garnacho', 'dan', 'hojlund', 'tampil', 'luar', 'biasa', 'namun', 'kita', 'tetap', 'harus', 'waspada', 'dengan', 'pertahanan', 'yang', 'masih', 'keropos', 'kemenangan', 'saja', 'enggak', 'cukup']"
ruben amorim sudah mulai menunjukkan kualitasnya meskipun hasil pertama imbang saya yakin dia bisa membawa mu ke level yang lebih tinggi,"['ruben', 'amorim', 'sudah', 'mulai', 'menunjukkan', 'kualitasnya', 'meskipun', 'hasil', 'pertama', 'imbang', 'saya', 'yakin', 'dia', 'bisa', 'membawa', 'mu', 'ke', 'level', 'yang', 'lebih', 'tinggi']"
grenwood top score liga perancis sekarg,"['grenwood', 'top', 'score', 'liga', 'perancis', 'sekarg']"
the real karmainstagramcsvinstagram,"['the', 'real', 'karmainstagramcsvinstagram']"
apadah,['apadah']
fit tapi planga plongo,"['fit', 'tapi', 'planga', 'plongo']"
sampai kapan emyu begini terus,"['sampai', 'kapan', 'emyu', 'begini', 'terus']"
fit tapi ora nangkep nangkep,"['fit', 'tapi', 'ora', 'nangkep', 'nangkep']"
jasa vektor dm saja,"['jasa', 'vektor', 'dm', 'saja']"
sudah dari dulu ini pemain jago di musim tertentu saja,"['sudah', 'dari', 'dulu', 'ini', 'pemain', 'jago', 'di', 'musim', 'tertentu', 'saja']"
gundulmu hag hag,"['gundulmu', 'hag', 'hag']"
titipan titipan,"['titipan', 'titipan']"
degradasi dong,"['degradasi', 'dong']"
ten hag pelatih paling payah sepanjang sejarah mu untung ada amorim sekarang,"['ten', 'hag', 'pelatih', 'paling', 'payah', 'sepanjang', 'sejarah', 'mu', 'untung', 'ada', 'amorim', 'sekarang']"
ambil chihwel saja,"['ambil', 'chihwel', 'saja']"
dia niatnya mau ngindar bola mau berdiri itu dia juga asalnya mau ngambil bola dari bruno tapi enggak sampai alhasil begitu bang uncluky banget,"['dia', 'niatnya', 'mau', 'ngindar', 'bola', 'mau', 'berdiri', 'itu', 'dia', 'juga', 'asalnya', 'mau', 'ngambil', 'bola', 'dari', 'bruno', 'tapi', 'enggak', 'sampai', 'alhasil', 'begitu', 'bang', 'uncluky', 'banget']"
betul bre yang penting menang saja sudah alhamdulillah,"['betul', 'bre', 'yang', 'penting', 'menang', 'saja', 'sudah', 'alhamdulillah']"
alhamdulillah goodbye tominay,"['alhamdulillah', 'goodbye', 'tominay']"
justru secara permainan sudah lebih membaik dari musim kemarin cuman masalah emyu tinggal di finishing doang,"['justru', 'secara', 'permainan', 'sudah', 'lebih', 'membaik', 'dari', 'musim', 'kemarin', 'cuman', 'masalah', 'emyu', 'tinggal', 'di', 'finishing', 'doang']"
suka banget lihat taktik amorim cuma masih perlu waktu biar tim lebih solid kadang mereka masih bingung di lapangan,"['suka', 'banget', 'lihat', 'taktik', 'amorim', 'cuma', 'masih', 'perlu', 'waktu', 'biar', 'tim', 'lebih', 'solid', 'kadang', 'mereka', 'masih', 'bingung', 'di', 'lapangan']"
tau proses gol garnacho,"['tau', 'proses', 'gol', 'garnacho']"
pergantian pemain lebih efektif di bawah amorim dibanding ten hag,"['pergantian', 'pemain', 'lebih', 'efektif', 'di', 'bawah', 'amorim', 'dibanding', 'ten', 'hag']"
kartu as nya ada di garnacho babak pertama sayap kiri benar enggak jalan,"['kartu', 'as', 'nya', 'ada', 'di', 'garnacho', 'babak', 'pertama', 'sayap', 'kiri', 'benar', 'enggak', 'jalan']"
tetap saja rashford main fulltime yang diganti amad,"['tetap', 'saja', 'rashford', 'main', 'fulltime', 'yang', 'diganti', 'amad']"
kapan lagi dapat pemain tapi kalo ke juve oke lah barter sama chiesa mah,"['kapan', 'lagi', 'dapat', 'pemain', 'tapi', 'kalo', 'ke', 'juve', 'oke', 'lah', 'barter', 'sama', 'chiesa', 'mah']"
taktik pressing mu sudah mulai kelihatan bagus tinggal eksekusi yang lebih baik,"['taktik', 'pressing', 'mu', 'sudah', 'mulai', 'kelihatan', 'bagus', 'tinggal', 'eksekusi', 'yang', 'lebih', 'baik']"
et deh itu jelas offside bang jauh banget offsidenya,"['et', 'deh', 'itu', 'jelas', 'offside', 'bang', 'jauh', 'banget', 'offsidenya']"
formasi bolehlah sekalikali enggak onana dlc martinez dc maguire drc deh light dmc ugarte mcr casemiro mcl mainoo dmr dalot dml shaw amcr amad amcl bruno fc hojlund,"['formasi', 'bolehlah', 'sekalikali', 'enggak', 'onana', 'dlc', 'martinez', 'dc', 'maguire', 'drc', 'deh', 'light', 'dmc', 'ugarte', 'mcr', 'casemiro', 'mcl', 'mainoo', 'dmr', 'dalot', 'dml', 'shaw', 'amcr', 'amad', 'amcl', 'bruno', 'fc', 'hojlund']"
mu menang tapi jangan lengah pertahanan kita masih bisa lebih solid jangan kasih celah,"['mu', 'menang', 'tapi', 'jangan', 'lengah', 'pertahanan', 'kita', 'masih', 'bisa', 'lebih', 'solid', 'jangan', 'kasih', 'celah']"
hadehh,['hadehh']
var enggak berlaku kalo mu yang di langgar,"['var', 'enggak', 'berlaku', 'kalo', 'mu', 'yang', 'di', 'langgar']"
laga kedua menunjukkan peningkatan di lini belakang tetapi bruno fernandes masih perlu lebih tajam dalam memberikan assist di lini depan,"['laga', 'kedua', 'menunjukkan', 'peningkatan', 'di', 'lini', 'belakang', 'tetapi', 'bruno', 'fernandes', 'masih', 'perlu', 'lebih', 'tajam', 'dalam', 'memberikan', 'assist', 'di', 'lini', 'depan']"
walau menang saya masih khawatir dengan pertahanan mu perlu lebih banyak latihan defensif,"['walau', 'menang', 'saya', 'masih', 'khawatir', 'dengan', 'pertahanan', 'mu', 'perlu', 'lebih', 'banyak', 'latihan', 'defensif']"
garnacho dan amad game changer,"['garnacho', 'dan', 'amad', 'game', 'changer']"
onana parah banget deh,"['onana', 'parah', 'banget', 'deh']"
posisi juga unbeaten kan bang,"['posisi', 'juga', 'unbeaten', 'kan', 'bang']"
kira kira siapa yang lebih pantas pakai no,"['kira', 'kira', 'siapa', 'yang', 'lebih', 'pantas', 'pakai', 'no']"
kenapa tiap emyu cetak gol itu wasit var matanya langsung jeli,"['kenapa', 'tiap', 'emyu', 'cetak', 'gol', 'itu', 'wasit', 'var', 'matanya', 'langsung', 'jeli']"
amorim ini bukan pelatih biasa dia mastermind permainan tim jadi lebih hidup,"['amorim', 'ini', 'bukan', 'pelatih', 'biasa', 'dia', 'mastermind', 'permainan', 'tim', 'jadi', 'lebih', 'hidup']"
grenwood top score liga perancis sekarg,"['grenwood', 'top', 'score', 'liga', 'perancis', 'sekarg']"
lawan kita memang lebih kuat tapi harusnya kita bisa kasih perlawanan lebih baik,"['lawan', 'kita', 'memang', 'lebih', 'kuat', 'tapi', 'harusnya', 'kita', 'bisa', 'kasih', 'perlawanan', 'lebih', 'baik']"
wkwk bagaimana sih,"['wkwk', 'bagaimana', 'sih']"
jadon sancho harusnya dikasih lebih banyak menit bermain masih potensial,"['jadon', 'sancho', 'harusnya', 'dikasih', 'lebih', 'banyak', 'menit', 'bermain', 'masih', 'potensial']"
lu tau enggak kenapa dia beli alumni nya ajaxmantan anak asuh itu menandakan dia pelatih yang minim taktik,"['lu', 'tau', 'enggak', 'kenapa', 'dia', 'beli', 'alumni', 'nya', 'ajaxmantan', 'anak', 'asuh', 'itu', 'menandakan', 'dia', 'pelatih', 'yang', 'minim', 'taktik']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
fit tapi planga plongo,"['fit', 'tapi', 'planga', 'plongo']"
ya menonton dong gol mainoo ya juga keren fan emyu kalah sabar menang senang enggak asal out out seumpama out out mulu enggak bakal ada yang namanya ferguson di emyu,"['ya', 'menonton', 'dong', 'gol', 'mainoo', 'ya', 'juga', 'keren', 'fan', 'emyu', 'kalah', 'sabar', 'menang', 'senang', 'enggak', 'asal', 'out', 'out', 'seumpama', 'out', 'out', 'mulu', 'enggak', 'bakal', 'ada', 'yang', 'namanya', 'ferguson', 'di', 'emyu']"
info lebih lanjut mengenai pertandingan ini akan diberikan oleh admin,"['info', 'lebih', 'lanjut', 'mengenai', 'pertandingan', 'ini', 'akan', 'diberikan', 'oleh', 'admin']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
gue curiganya dikontrak onana dia main terus untuk match di epl,"['gue', 'curiganya', 'dikontrak', 'onana', 'dia', 'main', 'terus', 'untuk', 'match', 'di', 'epl']"
dorgu itu type pemain versatile sama kayak marcos llorente rodrigo deh paul di atm bisa main di beberapa posisi kalo lu main efootball pasti tau,"['dorgu', 'itu', 'type', 'pemain', 'versatile', 'sama', 'kayak', 'marcos', 'llorente', 'rodrigo', 'deh', 'paul', 'di', 'atm', 'bisa', 'main', 'di', 'beberapa', 'posisi', 'kalo', 'lu', 'main', 'efootball', 'pasti', 'tau']"
onana jual deh gea balikin lagi,"['onana', 'jual', 'deh', 'gea', 'balikin', 'lagi']"
sangat buruk kalah dan pertahanan kita enggak ada perbaikan sama sekali amorim harus lebih tegas dalam memilih strategi,"['sangat', 'buruk', 'kalah', 'dan', 'pertahanan', 'kita', 'enggak', 'ada', 'perbaikan', 'sama', 'sekali', 'amorim', 'harus', 'lebih', 'tegas', 'dalam', 'memilih', 'strategi']"
ten hag ini main enggak ada atraktif nya pemain bejibun begitu yang dipakai rashford teross menyerang dari kiri mulu dan ya begitu mulu,"['ten', 'hag', 'ini', 'main', 'enggak', 'ada', 'atraktif', 'nya', 'pemain', 'bejibun', 'begitu', 'yang', 'dipakai', 'rashford', 'teross', 'menyerang', 'dari', 'kiri', 'mulu', 'dan', 'ya', 'begitu', 'mulu']"
parah bang di musim pertama ten hag deh gea jadi kiper terbaik kalo bapuk gapapa deh di ganti lah ini kiper terbaik ten hag manfaatin deh gea habis itu di buang,"['parah', 'bang', 'di', 'musim', 'pertama', 'ten', 'hag', 'deh', 'gea', 'jadi', 'kiper', 'terbaik', 'kalo', 'bapuk', 'gapapa', 'deh', 'di', 'ganti', 'lah', 'ini', 'kiper', 'terbaik', 'ten', 'hag', 'manfaatin', 'deh', 'gea', 'habis', 'itu', 'di', 'buang']"
fik degradsi mah ini,"['fik', 'degradsi', 'mah', 'ini']"
di jual sudah jelek banget harganya lihat peforma tahun ke belakang,"['di', 'jual', 'sudah', 'jelek', 'banget', 'harganya', 'lihat', 'peforma', 'tahun', 'ke', 'belakang']"
terus koclok,"['terus', 'koclok']"
kalo saya lebih baik cari pelatih yang basic nya penguasaan bola dan transisi kayak yang mau diterapin tenhag akhir ini hansi flik masih oke tapi hansi flick tanpa lewandowski juga bukan apa apa hansi flick di kasih pemain mentah model zirkzee,"['kalo', 'saya', 'lebih', 'baik', 'cari', 'pelatih', 'yang', 'basic', 'nya', 'penguasaan', 'bola', 'dan', 'transisi', 'kayak', 'yang', 'mau', 'diterapin', 'tenhag', 'akhir', 'ini', 'hansi', 'flik', 'masih', 'oke', 'tapi', 'hansi', 'flick', 'tanpa', 'lewandowski', 'juga', 'bukan', 'apa', 'apa', 'hansi', 'flick', 'di', 'kasih', 'pemain', 'mentah', 'model', 'zirkzee']"
saya percaya dengan filosofi ruben amorim bruno fernandes semakin kreatif namun lini serang masih perlu lebih banyak peluang di depan gawang,"['saya', 'percaya', 'dengan', 'filosofi', 'ruben', 'amorim', 'bruno', 'fernandes', 'semakin', 'kreatif', 'namun', 'lini', 'serang', 'masih', 'perlu', 'lebih', 'banyak', 'peluang', 'di', 'depan', 'gawang']"
onana tampil sempurna tapi kalau pertahanan tetap kayak begini bisa bahaya mu menang tapi ada pr besar di belakang,"['onana', 'tampil', 'sempurna', 'tapi', 'kalau', 'pertahanan', 'tetap', 'kayak', 'begini', 'bisa', 'bahaya', 'mu', 'menang', 'tapi', 'ada', 'pr', 'besar', 'di', 'belakang']"
garnacho tm,"['garnacho', 'tm']"
era ten hag terlalu kaku amorim bawa permainan lebih mengalir,"['era', 'ten', 'hag', 'terlalu', 'kaku', 'amorim', 'bawa', 'permainan', 'lebih', 'mengalir']"
albert strikernya menolak ngoper itu tiap ngoper kejauhan mulu,"['albert', 'strikernya', 'menolak', 'ngoper', 'itu', 'tiap', 'ngoper', 'kejauhan', 'mulu']"
sudah biasa kan ya,"['sudah', 'biasa', 'kan', 'ya']"
opsi buy akhir musim,"['opsi', 'buy', 'akhir', 'musim']"
golin ke mantan,"['golin', 'ke', 'mantan']"
ruben amorim bawa angin segar buat mu pemainpemain muda makin berkembang apalagi garnacho yang makin jago,"['ruben', 'amorim', 'bawa', 'angin', 'segar', 'buat', 'mu', 'pemainpemain', 'muda', 'makin', 'berkembang', 'apalagi', 'garnacho', 'yang', 'makin', 'jago']"
betul bro yang penting menang saja sudah alhamdulillah,"['betul', 'bro', 'yang', 'penting', 'menang', 'saja', 'sudah', 'alhamdulillah']"
info dari ig sebelah katanya gaji dibayar setengah min,"['info', 'dari', 'ig', 'sebelah', 'katanya', 'gaji', 'dibayar', 'setengah', 'min']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
selalu bangga dengan manchester united meskipun hasilnya kurang memuaskan,"['selalu', 'bangga', 'dengan', 'manchester', 'united', 'meskipun', 'hasilnya', 'kurang', 'memuaskan']"
memang ini yang tak tunggu tapi entah kenapa raspot melulu yang main,"['memang', 'ini', 'yang', 'tak', 'tunggu', 'tapi', 'entah', 'kenapa', 'raspot', 'melulu', 'yang', 'main']"
pengin nya sih begitu,"['pengin', 'nya', 'sih', 'begitu']"
var nya rusak,"['var', 'nya', 'rusak']"
kalau mu yang melanggar sudah pasti gercep var nya,"['kalau', 'mu', 'yang', 'melanggar', 'sudah', 'pasti', 'gercep', 'var', 'nya']"
lawak berlanjut,"['lawak', 'berlanjut']"
berdoa mulai,"['berdoa', 'mulai']"
penyerang kita lebih cocok jadi tukang kayu finishingnya busuk banget,"['penyerang', 'kita', 'lebih', 'cocok', 'jadi', 'tukang', 'kayu', 'finishingnya', 'busuk', 'banget']"
saya berharap ruben amorim bisa lebih kreatif dalam menghadapi lawan hasil imbang tidak ideal tapi saya masih optimis dengan perubahan yang dia bawa,"['saya', 'berharap', 'ruben', 'amorim', 'bisa', 'lebih', 'kreatif', 'dalam', 'menghadapi', 'lawan', 'hasil', 'imbang', 'tidak', 'ideal', 'tapi', 'saya', 'masih', 'optimis', 'dengan', 'perubahan', 'yang', 'dia', 'bawa']"
unlucky,['unlucky']
amorim ngebangun chemistry tim yang solid sampai yang mudamuda pun bisa saling dukung dan berkembang,"['amorim', 'ngebangun', 'chemistry', 'tim', 'yang', 'solid', 'sampai', 'yang', 'mudamuda', 'pun', 'bisa', 'saling', 'dukung', 'dan', 'berkembang']"
tambang_indonesia tapi memang ada pemain di tim ini yang harus dibuang seperti casemiro lindelof kiper baru rashford kalau ada minat dan harga oke sama butuh winger baru yang lebih oke masalahnya siapa yang ada kemungkinan ya,"['tambang_indonesia', 'tapi', 'memang', 'ada', 'pemain', 'di', 'tim', 'ini', 'yang', 'harus', 'dibuang', 'seperti', 'casemiro', 'lindelof', 'kiper', 'baru', 'rashford', 'kalau', 'ada', 'minat', 'dan', 'harga', 'oke', 'sama', 'butuh', 'winger', 'baru', 'yang', 'lebih', 'oke', 'masalahnya', 'siapa', 'yang', 'ada', 'kemungkinan', 'ya']"
mainnya lumayan enggak terlalu buruk tapi juga enggak spesial,"['mainnya', 'lumayan', 'enggak', 'terlalu', 'buruk', 'tapi', 'juga', 'enggak', 'spesial']"
stop mainin rashford sama casemiro sebagai starter kasih amad sama ugarte yang main inti,"['stop', 'mainin', 'rashford', 'sama', 'casemiro', 'sebagai', 'starter', 'kasih', 'amad', 'sama', 'ugarte', 'yang', 'main', 'inti']"
terus gantinya eth menurut abang siapa,"['terus', 'gantinya', 'eth', 'menurut', 'abang', 'siapa']"
pertahanan kita lemah banget kekalahan sangat mengecewakan harus ada pembenahan di belakang,"['pertahanan', 'kita', 'lemah', 'banget', 'kekalahan', 'sangat', 'mengecewakan', 'harus', 'ada', 'pembenahan', 'di', 'belakang']"
sama palmer juta fix hayu,"['sama', 'palmer', 'juta', 'fix', 'hayu']"
laga pertama cukup positif namun saya rasa tim ini masih perlu waktu untuk benarbenar padu di bawah kepemimpinan ruben amorim,"['laga', 'pertama', 'cukup', 'positif', 'namun', 'saya', 'rasa', 'tim', 'ini', 'masih', 'perlu', 'waktu', 'untuk', 'benarbenar', 'padu', 'di', 'bawah', 'kepemimpinan', 'ruben', 'amorim']"
ya enggak salah,"['ya', 'enggak', 'salah']"
comment text,"['comment', 'text']"
nge golin ke mantan,"['nge', 'golin', 'ke', 'mantan']"
ah alah,"['ah', 'alah']"
yang sering main onana tapi yang cedea tom heaton,"['yang', 'sering', 'main', 'onana', 'tapi', 'yang', 'cedea', 'tom', 'heaton']"
baru kali ini gue setuju sama statement carra,"['baru', 'kali', 'ini', 'gue', 'setuju', 'sama', 'statement', 'carra']"
kreativitas serangan makin mantap amorim memang luar biasa,"['kreativitas', 'serangan', 'makin', 'mantap', 'amorim', 'memang', 'luar', 'biasa']"
jadwal main kapan jam berapa,"['jadwal', 'main', 'kapan', 'jam', 'berapa']"
comment text,"['comment', 'text']"
amorim kasih kita kemenangan penting tapi pertahanan tetap jadi masalah buat mu tapi harus lebih solid,"['amorim', 'kasih', 'kita', 'kemenangan', 'penting', 'tapi', 'pertahanan', 'tetap', 'jadi', 'masalah', 'buat', 'mu', 'tapi', 'harus', 'lebih', 'solid']"
menghibur diri mas,"['menghibur', 'diri', 'mas']"
malacia sedikit kesulitan dalam menghadapi pemain sayap brighton namun dia tetap solid di pertahanan,"['malacia', 'sedikit', 'kesulitan', 'dalam', 'menghadapi', 'pemain', 'sayap', 'brighton', 'namun', 'dia', 'tetap', 'solid', 'di', 'pertahanan']"
ten hag masih butuh waktu kasih dia kesempatan buat ngebangun tim yang lebih solid,"['ten', 'hag', 'masih', 'butuh', 'waktu', 'kasih', 'dia', 'kesempatan', 'buat', 'ngebangun', 'tim', 'yang', 'lebih', 'solid']"
wkwkwk musim permainan begitu begitu saja enggak ada perkembangan,"['wkwkwk', 'musim', 'permainan', 'begitu', 'begitu', 'saja', 'enggak', 'ada', 'perkembangan']"
makanya cok pikiran gue juga begitu,"['makanya', 'cok', 'pikiran', 'gue', 'juga', 'begitu']"
vs we deserve tapi win,"['vs', 'we', 'deserve', 'tapi', 'win']"
entah ten hag entah amorim masalahnya di pemain bukan di pelatih,"['entah', 'ten', 'hag', 'entah', 'amorim', 'masalahnya', 'di', 'pemain', 'bukan', 'di', 'pelatih']"
sosoan beli loan pemain ke tim lain pengganti nya enggak ada transfer window bukanya manfaatin malah beli satu,"['sosoan', 'beli', 'loan', 'pemain', 'ke', 'tim', 'lain', 'pengganti', 'nya', 'enggak', 'ada', 'transfer', 'window', 'bukanya', 'manfaatin', 'malah', 'beli', 'satu']"
buildup play lebih variatif tidak monoton seperti dulu,"['buildup', 'play', 'lebih', 'variatif', 'tidak', 'monoton', 'seperti', 'dulu']"
amorim master class babak kedua,"['amorim', 'master', 'class', 'babak', 'kedua']"
kenapa kita masih mempertahankan pemain sampah ini enggak ada kontribusi,"['kenapa', 'kita', 'masih', 'mempertahankan', 'pemain', 'sampah', 'ini', 'enggak', 'ada', 'kontribusi']"
dalot juga sama hebohnya padahal pekerjaan backpass doang memang ampas dalot,"['dalot', 'juga', 'sama', 'hebohnya', 'padahal', 'pekerjaan', 'backpass', 'doang', 'memang', 'ampas', 'dalot']"
comment text,"['comment', 'text']"
enggak di tonton menang giliran ditonton kalah mending enggak usah menonton dulu,"['enggak', 'di', 'tonton', 'menang', 'giliran', 'ditonton', 'kalah', 'mending', 'enggak', 'usah', 'menonton', 'dulu']"
