Comment Text,Cleaned Comment,Sentiment,preprocessing_comment
@ManUtd_ID Nyink kipernya... tidur jd pilihn tpat kyanya...,nyink kipernya tidur jd pilihn tpat kyanya,negatif,nyink kiper tidur pilihn tpat kyanya
@theflankerID Duit bisa di cari beli pemain kapan lgi ye kan coy @ManUtd_ID,duit bisa di cari beli pemain kapan lgi ye kan coy,negatif,duit di cari beli main ye coy
@ManUtd_ID Dulu treble sekarang trouble le,dulu treble sekarang trouble le,negatif,treble trouble
@rafiketwaguild 100jt pun aku tetap cinta emyu,jt pun aku tetap cinta emyu,positif,juta cinta emyu
DEGRADASI AJA LU ANJING GOBLOK!! @ManUtd @ManUtd_ID #MUNCRY,degradasi aja lu anjing goblok muncry,negatif,degradasi lu anjing goblok muncry
@irmanabd @idextratime Palingan ya sctv nayangin nama dan saham emyu bukan kaleng kaleng bos meskipun terdegradasi atau yg terburuk internal nya dirubah semua nama MANCHESTER UNITED akan selalu mendunia,palingan ya sctv nayangin nama dan saham emyu bukan kaleng kaleng bos meskipun terdegradasi atau yg terburuk internal nya dirubah semua nama manchester united akan selalu mendunia,positif,palingan ya sctv nayangin nama saham emyu kaleng kaleng bos degradasi buruk internal nya rubah nama manchester united dunia
@ManUtd_ID ubur ubur ikan lele bahas sejarah mulu lu le,ubur ubur ikan lele bahas sejarah mulu lu le,negatif,ubur ubur ikan lele bahas sejarah mulu lu
@ManUtd_ID Tolol kayak gini mau ngincer ucl atau uel,tolol kayak gini mau ngincer ucl atau uel,negatif,tolol kayak ngincer ucl uel
Polisi Jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh Palestina di sebuah mal di Berlin. Petugas polisi Jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol Palestina. . . . . . Malam emyu pepaya pisang Manchester United https://t.co/7wEL15ko6H,polisi jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh palestina di sebuah mal di berlin petugas polisi jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol palestina malam emyu pepaya pisang manchester united,positif,polisi jerman brutal leceh wanita kena jilbab chaffiyeh palestina di mal di lin tugas polisi jerman tangkap tarik lihat milik simbol palestina malam emyu pepaya pisang manchester united
@unmagnetism Kena lagi aja emyu.,kena lagi aja emyu,netral,kena emyu
Beruntung timnas Indonesia mendapatkan sty.. Coba kalo Erick Ten Haag dinaturalisasi Dan melatih timnas Indonesia... Jeblok. @PSSI @ManUtd_ID @SHINTAEYONG_,beruntung timnas indonesia mendapatkan sty coba kalo erick ten haag dinaturalisasi dan melatih timnas indonesia jeblok,negatif,untung timnas indonesia sty coba kalo erick ten haag naturalisasi latih timnas indonesia jeblok
minggu iki ora pengen opo-opo. intine emyu menang persik yo menang. prediksi ? Brighton 0-5 Manchester united Persik 3-0 emyu cabang maluku.,minggu iki ora pengen opoopo intine emyu menang persik yo menang prediksi brighton manchester united persik emyu cabang maluku,positif,minggu iki ora pengin opoopo intine emyu menang persik ya menang prediksi brighton manchester united persik emyu cabang malu
@ManUtd_ID @adidasfootball Alus kitu nu hideung @satrioabyaktaf,alus kitu nu hideung,negatif,alus kitu nu hideung
@ManUtd_ID Dari babak pertama juga udah keliatan selesai,dari babak pertama juga udah keliatan selesai,positif,babak selesai
QUIZ TEBAK SKOR FENERBACHE VS MANCHESTER UNITED BERSAMA DEWATOGEL Format : FANERBACHE 2 - 2 EMYU @teman1 @teman2 @teman2 SYARAT &amp,quiz tebak skor fenerbache vs manchester united bersama dewatogel format fanerbache emyu syarat amp,netral,quiz tebak skor fenerbache vs manchester united dewatogel format fanerbache emyu syarat amp
Kalo mau ganti pelatih ya minimal jangan Ole lagi ya @ManUtd_ID,kalo mau ganti pelatih ya minimal jangan ole lagi ya,negatif,kalo ganti latih ya minimal ole ya
bismillah jadi wali jalur fans emyu. bibarkatil manchester united https://t.co/cJDrBFSaXj,bismillah jadi wali jalur fans emyu bibarkatil manchester united,netral,bismillah wali jalur fan emyu bibarkatil manchester united
@ManUtd_ID Emang pantas kalah mainnya jelek semua...jancuukk,emang pantas kalah mainnya jelek semuajancuukk,negatif,kalah main jelek semuajancuukk
@icalPBSI15 @ManUtd_ID Arsenol dapat hikmahnya,arsenol dapat hikmahnya,positif,arsenol hikmah
@BarkahAkba24352 @utdfocusid Emg bagus sebener ni orang dah pas di ajax juga lumayan ke emyu ngapa jadi kaya terasi aceh lemes bgt,emg bagus sebener ni orang dah pas di ajax juga lumayan ke emyu ngapa jadi kaya terasi aceh lemes bgt,negatif,bagus sebener orang deh pas di ajax lumayan ke emyu ngapa kaya terasi aceh lemes banget
@ManUtd_ID EMYU TOLOL https://t.co/Hpq1aLj1h7,emyu tolol,netral,emyu tolol
@ManUtd_ID ga kaget udah siklusnya. blokkk,ga kaget udah siklusnya blok,positif,kaget siklus blok
Cie bentar lagi ulang tahun aku mau kado dong. Kalau aku pengen ajak Manchester United ke planetku karena aku nggak bisa hidup tanpa Manchester United. Kalau ada yang suka relay itu orang aneh sih siapa juga yang suka game toxic itu.,cie bentar lagi ulang tahun aku mau kado dong kalau aku pengen ajak manchester united ke planetku karena aku nggak bisa hidup tanpa manchester united kalau ada yang suka relay itu orang aneh sih siapa juga yang suka game toxic itu,positif,cie bentar ulang kado pengin ajak manchester united ke planet hidup manchester united suka relay orang aneh sih suka game toxic
Pagi-pagi mantengin @jerryarvino misuh2 sama fans Emyu soal corner Woy fans Manchester United yang tercinta match udah beres mau komenin soal gol corner juga ga bakalan buat emyu menang lawan Arsenal dah udeeeeh nikmatin aja lah. Kalau kalah kan jadi tau mana yang mesti,pagipagi mantengin misuh sama fans emyu soal corner woy fans manchester united yang tercinta match udah beres mau komenin soal gol corner juga ga bakalan buat emyu menang lawan arsenal dah udeh nikmatin aja lah kalau kalah kan jadi tau mana yang mesti,positif,pagipagi mantengin misuh fan emyu corner woy fan manchester united cinta match beres komenin gol corner emyu menang lawan arsenal deh nikmat kalah tau mesti
Perkiraan line up melawan Crystal Palace Kembali full squad utama #ManchesterUnited #kingemyu https://t.co/Caw43NnemG,perkiraan line up melawan crystal palace kembali full squad utama manchesterunited kingemyu,netral,perkiraan line up lawan crystal palace full squad utama manchesterunited kingemyu
Tidak ada pemain lain di Premier League yg memenangkan possesion dari Diogo Dalot (18) @StatmanDave #ManchesterUnited #Dalot #kingemyu https://t.co/PpezR5ksCh,tidak ada pemain lain di premier league yg memenangkan possesion dari diogo dalot manchesterunited dalot kingemyu,positif,main di premier league menang possesion diogo dalot manchesterunited dalot kingemyu
Hari ini awakku sedang meriang dan butuh hiburan jg kang jd demi mencari hal yg menghibur sy buka chanel youtube Manchester united dan melihat highlights MU vs Liverpool Alhamdulillah jd terhibur terimakasih eMyU ï¸ï¸ï¸ https://t.co/alRkfacXJr,hari ini awakku sedang meriang dan butuh hiburan jg kang jd demi mencari hal yg menghibur sy buka chanel youtube manchester united dan melihat highlights mu vs liverpool alhamdulillah jd terhibur terimakasih emyu,positif,awak meriang butuh hibur kang cari hibur buka chanel youtube manchester united highlights mu vs liverpool alhamdulillah hibur terimakasih emyu
@Mah5Utari match hareup dewa enjoy jaminan meunang lawan emyu mah,match hareup dewa enjoy jaminan meunang lawan emyu mah,positif,match hareup dewa enjoy jamin meunang lawan emyu mah
@ManUtd_ID Memalukan! Red Devils Kalah Telak di Old Trafford https://t.co/cL6JWmeVvo,memalukan red devils kalah telak di old trafford,negatif,malu red devils kalah telak di old trafford
@sulton10_LJFC @ManUtd_ID Bagus lah bisa tidur lebih awal wkwkwk,bagus lah bisa tidur lebih awal wkwkwk,positif,bagus tidur wkwkwk
@bmbngstr emyu barca mint,emyu barca mint,netral,emyu barca mint
@pratama_212K @ManUtd_ID Koyok biasane,koyok biasane,negatif,koyok biasane
Erik Ten Hag yakin Manchester United bisa tambahkan trofi musim ini! Emyu dalam dua tahun terakhir Nol hanya City yang lebih banyak meraih trofi. Pertandingan seru vs Liverpool di Old Trafford ! #MUFC #MUNLIV #Football #update #news #seketika https://t.co/UkJC1iR5eI,erik ten hag yakin manchester united bisa tambahkan trofi musim ini emyu dalam dua tahun terakhir nol hanya city yang lebih banyak meraih trofi pertandingan seru vs liverpool di old trafford mufc munliv football update news seketika,netral,erik ten hag manchester united tambahkan trofi musim emyu nol city raih trofi tanding seru vs liverpool di old trafford mufc munliv football update news
Selamat pagi di penghujung akhir tahun. Berikut gol kedua Newcastle United yang mengantarkan kemenangan atas Manchester United aka Emyu tadi malam. https://t.co/0R2aDDMxc9,selamat pagi di penghujung akhir tahun berikut gol kedua newcastle united yang mengantarkan kemenangan atas manchester united aka emyu tadi malam,positif,selamat pagi di hujung gol newcastle united mengantarkan menang manchester united aka emyu malam
@ManUtd_ID otw turu tangiÂ² delok komedi,otw turu tangi delok komedi,negatif,otw turu tang dok komedi
@ManUtd_ID Udah tau koq. Bakal kalah lagi Saatnya eth out lah Ama top 6 kalah Ama yg mid table draw Menang ama kelab bawah MU hanya mediocre club,udah tau koq bakal kalah lagi saatnya eth out lah ama top kalah ama yg mid table draw menang ama kelab bawah mu hanya mediocre club,positif,tau kalah eth out top kalah mid table draw menang kelab mu mediocre club
@bangzharfan @erirendy5 @ManUtd_ID Barclays premier league itu sama dengan BRI liga 1 ya bang ya tenang bang gue dukung lo biar tolol ga di borong sendiri,barclays premier league itu sama dengan bri liga ya bang ya tenang bang gue dukung lo biar tolol ga di borong sendiri,negatif,barclays premier league bri liga ya bang ya tenang bang gue dukung lo biar tolol di borong
FT Manchester United 0-0 Aston Villa Dua-duanya katro mainnya. Berharap emyu menang adalah keniscayaan yg fana #MUFC #UnitedIcon https://t.co/AStepkc089,ft manchester united aston villa duaduanya katro mainnya berharap emyu menang adalah keniscayaan yg fana mufc unitedicon,positif,ft manchester united aston villa duaduanya katro main harap emyu menang niscaya fana mufc unitedicon
@ManUtd_ID Bubar dah lupada,bubar dah lupada,negatif,bubar deh lupada
@idextratime Ipul sll kesulitan lawan tim papan bawah kaya playmot dan emyu..,ipul sll kesulitan lawan tim papan bawah kaya playmot dan emyu,netral,ipul sulit lawan tim papan kaya playmot emyu
@ManUtd_ID semoga ga parah2 amat bang bucher,semoga ga parah amat bang bucher,negatif,moga parah bang bucher
@ManUtd_ID ora PSS ora emyu isine marai nguntal oskadon,ora pss ora emyu isine marai nguntal oskadon,negatif,ora pss ora emyu isine mara nguntal oskadon
Chelsea memberi 2 opsi untuk Sancho 1. Peminjaman dengan biaya pinjaman lebih mahal tetapi tidak ada wajib beli di 2025 2. Peminjaman gratis dengan wajib beli di 2025 + membayar seluruh gaji Sancho Dan Emyu memilih opsi ke 2 @FabrizioRomano #ManchesterUnited #Sancho https://t.co/M1JMcq6KWE,chelsea memberi opsi untuk sancho peminjaman dengan biaya pinjaman lebih mahal tetapi tidak ada wajib beli di peminjaman gratis dengan wajib beli di membayar seluruh gaji sancho dan emyu memilih opsi ke manchesterunited sancho,netral,chelsea opsi sancho pinjam biaya pinjam mahal wajib beli di pinjam gratis wajib beli di bayar gaji sancho emyu pilih opsi ke manchesterunited sancho
Ngene ki sek elek emyu po pemain e ya,ngene ki sek elek emyu po pemain e ya,negatif,ngene ki sek elek emyu po main e ya
@ManUtd_ID Besok besok beli pemain yang beneran pemain bola ya,besok besok beli pemain yang beneran pemain bola ya,netral,besok besok beli main benaran main bola ya
@gianpra @ManUtd_ID Sabar koh.. mau diganti sama allegri,sabar koh mau diganti sama allegri,positif,sabar koh ganti allegri
Bubarin aja aib @ManUtd_ID,bubarin aja aib,negatif,bubarin aib
@ManUtd_ID Ah elahh kalah lagi,ah elahh kalah lagi,negatif,ah alah kalah
@ManUtd_ID pas banget hari ini tgl 30,pas banget hari ini tgl,positif,pas banget tanggal
selamat pagi pep #ManchesterUnited #manchesterisred #emyu https://t.co/bckDq0eejc,selamat pagi pep manchesterunited manchesterisred emyu,netral,selamat pagi pep manchesterunited manchesterisred emyu
@Enviusheart Kmrn ada yg emyu trus ada yg matcha jg eh skrg ada yg strawberry,kmrn ada yg emyu trus ada yg matcha jg eh skrg ada yg strawberry,netral,kemarin emyu matcha eh strawberry
@ManUtd_ID Ten Haag otw pengangguran,ten haag otw pengangguran,positif,ten haag otw anggur
@ManUtd_ID Kalau altay main menang sih,kalau altay main menang sih,positif,altay main menang sih
Buejat onana mek oleh nilai 1.9. Iku angka opo gaji fresh graduate cak? @AndreyOnana @ManUtd_ID https://t.co/M6D62P2hry,buejat onana mek oleh nilai iku angka opo gaji fresh graduate cak,negatif,buejat onana mek nilai iku angka opo gaji fresh graduate cak
@ManUtd_ID Masih hidup,masih hidup,negatif,hidup
mungkin harus nunggu belasan bahkan puluhan tahun lg buat liat Manchester United berjaya buat liat Manchester United bukan emyu.,mungkin harus nunggu belasan bahkan puluhan tahun lg buat liat manchester united berjaya buat liat manchester united bukan emyu,positif,nunggu bas puluh lihat manchester united jaya lihat manchester united emyu
@ManUtd_ID Mau mengumpat apalagi....semua sdh terwakilkan...,mau mengumpat apalagisemua sdh terwakilkan,positif,umpat apalagisemua wakil
@TerapiDMinor @ManUtd_ID Lah lawan ayam jago aja kalah gmna lawan pendekar.,lah lawan ayam jago aja kalah gmna lawan pendekar,positif,lawan ayam jago kalah lawan pendekar
@txtdrkeylie 3 list pekerjaan terekstrim di dunia : - pelatih emyu - manager red devils - headcoach manchester united,list pekerjaan terekstrim di dunia pelatih emyu manager red devils headcoach manchester united,netral,list kerja terekstrim di dunia latih emyu manager red devils headcoach manchester united
Dari 36 tim di Liga Europa Manchester United adalah satu-satunya tim yang tak terkalahkan . King emyu is back! #UnitedIcon #MUFC #UEL https://t.co/b9Rxqf8rSh,dari tim di liga europa manchester united adalah satusatunya tim yang tak terkalahkan king emyu is back unitedicon mufc uel,negatif,tim di liga europa manchester united satusatunya tim kalah king emyu is back unitedicon mufc uel
@ManUtd_ID Sama sama admin,sama sama admin,netral,admin
Manchester United akan menerima Â£9.5M dari penjualan Hanibal Mejbri @ChrisWheelerDM #ManchesterUnited #HanibalMejbri #kingemyu https://t.co/jG4wAE1gnj,manchester united akan menerima m dari penjualan hanibal mejbri manchesterunited hanibalmejbri kingemyu,netral,manchester united terima m jual hanibal mejbri manchesterunited hanibalmejbri kingemyu
Belajarlah dari fans Emyu. Maka jiwamu akan selalu tenang meski hatimu terguncang.,belajarlah dari fans emyu maka jiwamu akan selalu tenang meski hatimu terguncang,positif,bajar fan emyu jiwa tenang hati guncang
@ManUtd_ID @adidasfootball Ga ada kebanggaan alias kalah muluuu anjiirr,ga ada kebanggaan alias kalah mulu anjiirr,positif,bangga alias kalah mulu anjiirr
BOCIL INI FANS EMYU SEJAK LAHIR .. NAMA NYA PAKAI NAMA PEMAIN DAN PELATIH EMYU DER#infobola #football #kualifikasipialadunia2026 #manchesterunited https://t.co/3RuRb9TRKh,bocil ini fans emyu sejak lahir nama nya pakai nama pemain dan pelatih emyu derinfobola football kualifikasipialadunia manchesterunited,netral,bocil fan emyu lahir nama nya pakai nama main latih emyu derinfobola football kualifikasipialadunia manchesterunited
"Kalo Manchester United jadi sinetron, judulnya pasti ""Ditinggal Fans Karena Tak Kunjung Juara"".",kalo manchester united jadi sinetron judulnya pasti ditinggal fans karena tak kunjung juara,positif,kalo manchester united sinetron judul tinggal fan kunjung juara
@ManUtd_ID Ayo matamu anjing,ayo matamu anjing,negatif,ayo mata anjing
Bruno Fernades bawa Manchester United ke peringkat empat Liga Europa #GGMU #Emyu #ManchesterUnited #Bruno #EuropaLeague https://t.co/kcuGqc97Dp,bruno fernades bawa manchester united ke peringkat empat liga europa ggmu emyu manchesterunited bruno europaleague,positif,bruno fernades bawa manchester united ke peringkat liga europa ggmu emyu manchesterunited bruno europaleague
Assane Diao Diaoune sudah menjadi incaran Manchester United sejak lama dan mereka menunjukan ketertarikan [@Muppetiers] #ManchesterUnited #kingemyu https://t.co/ypROim0yPC,assane diao diaoune sudah menjadi incaran manchester united sejak lama dan mereka menunjukan ketertarikan manchesterunited kingemyu,netral,assane diao diaoune incar manchester united menunjukan tari manchesterunited kingemyu
Juventus telah mundur dalam negosiasi Jadon Sancho Sepertinya tidak akan ada drama deadline day transfer dan Sancho akan bertahan musim ini @DiMarzio #ManchesterUnited #Sancho #kingemyu https://t.co/gYD5PLZpbr,juventus telah mundur dalam negosiasi jadon sancho sepertinya tidak akan ada drama deadline day transfer dan sancho akan bertahan musim ini manchesterunited sancho kingemyu,netral,juventus mundur negosiasi jadon sancho drama deadline day transfer sancho tahan musim manchesterunited sancho kingemyu
@ManUtd_ID Pohon apan,pohon apan,negatif,pohon apan
