Comment Text,Cleaned Comment,Sentiment
"mainnya mah udah lumayan efektif,,tinggal minus striker doang itu...oiya klw mau streaming lewat TIGOALS aja buka d chrome...",mainnya mah udah lumayan efektiftinggal minus striker doang ituoiya klw mau streaming lewat tigoals aja buka d chrome,positif
ONANA every whare,onana every whare,positif
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral
"Onana tampil sempurna, tapi kalau pertahanan tetap kayak gini, bisa bahaya. MU menang 3-1, tapi ada PR besar di belakang.",onana tampil sempurna tapi kalau pertahanan tetap kayak gini bisa bahaya mu menang tapi ada pr besar di belakang,positif
Sudah kubilang zirkzee = martial v.2,sudah kubilang zirkzee martial v,netral
"Lini tengah kita kadang kesulitan menguasai bola, terutama saat Brighton melakukan tekanan di area tersebut.",lini tengah kita kadang kesulitan menguasai bola terutama saat brighton melakukan tekanan di area tersebut,negatif
"Laga kedua menunjukkan beberapa peningkatan, tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan.",laga kedua menunjukkan beberapa peningkatan tetapi lini serang masih perlu banyak perbaikan agar bisa meraih kemenangan,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Ugarte menunjukkan peningkatan yang baik, namun saya masih berharap dia lebih konsisten. Bruno Fernandes semakin kreatif meskipun hasilnya imbang.",ugarte menunjukkan peningkatan yang baik namun saya masih berharap dia lebih konsisten bruno fernandes semakin kreatif meskipun hasilnya imbang,positif
@fikri.adtya amorim ajg,adtya amorim ajg,netral
@maulanapetzl_23 terus coba sebutin siapa yg cocok gantiin?,terus coba sebutin siapa yg cocok gantiin,netral
club gajelas anj cape bgt,club gajelas anj cape bgt,negatif
Sudah kubilang zirkzee = martial v.2,sudah kubilang zirkzee martial v,netral
"betul bro, yg terpenting si Tominay out lah",betul bro yg terpenting si tominay out lah,positif
"Udah 1 sama, mana yang ngejek amad tadi",udah sama mana yang ngejek amad tadi,negatif
Main dah satu squad,main dah satu squad,netral
"Penyerang kiri ya kasih pemain di posisinya, ada Amad dan Antony malah mainkan Rashford disana",penyerang kiri ya kasih pemain di posisinya ada amad dan antony malah mainkan rashford disana,netral
"Saya merasa optimis dengan filosofi Ruben Amorim, tetapi lini serang harus lebih efektif agar kami bisa meraih kemenangan.",saya merasa optimis dengan filosofi ruben amorim tetapi lini serang harus lebih efektif agar kami bisa meraih kemenangan,positif
MU harus bisa belajar dari kesalahan kalau mau bersaing di papan atas.,mu harus bisa belajar dari kesalahan kalau mau bersaing di papan atas,negatif
"Laga kedua menunjukkan peningkatan di lini belakang, tetapi Bruno Fernandes masih perlu lebih tajam dalam memberikan assist di lini depan.",laga kedua menunjukkan peningkatan di lini belakang tetapi bruno fernandes masih perlu lebih tajam dalam memberikan assist di lini depan,netral
Tim terlihat lebih kompak dan bermain lebih cepat dengan Amorim.,tim terlihat lebih kompak dan bermain lebih cepat dengan amorim,positif
"Permainan makin solid, chemistry antar pemain terlihat lebih kuat!",permainan makin solid chemistry antar pemain terlihat lebih kuat,positif
jam berapa main lagi min,jam berapa main lagi min,netral
"Stuju... Kasih hukuman ke bupati, biar bisa introspeksi diriï£¿Ã¼Ã²Ã",stuju kasih hukuman ke bupati biar bisa introspeksi diri,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"selain amad, ugarte sama lisandro gak masalah , kenapa bukan onana aja sih anj yg cider patah kaki",selain amad ugarte sama lisandro gak masalah kenapa bukan onana aja sih anj yg cider patah kaki,negatif
Update transfer Sancho gimana min?,update transfer sancho gimana min,netral
@yuddhi.tse luke shaw hidup saat mau di panggil timnas inggris doang,tse luke shaw hidup saat mau di panggil timnas inggris doang,positif
Dan itulah faktanya..,dan itulah faktanya,netral
Pengen main di UEL aja,pengen main di uel aja,netral
"coba dulu emyu ga ngelepas degea, liat dia sekarang di klub barunya",coba dulu emyu ga ngelepas degea liat dia sekarang di klub barunya,negatif
Banyak pemain MU yang harus meningkatkan mentalitas mereka.,banyak pemain mu yang harus meningkatkan mentalitas mereka,netral
hadeh semoga gak ngelawak ya onana,hadeh semoga gak ngelawak ya onana,negatif
Hapert : saya melihat sosok hitam besar di gawang emyu,hapert saya melihat sosok hitam besar di gawang emyu,netral
Hojlund main 90 menit kalo ga control bola lepas ya salah passing mulu lol,hojlund main menit kalo ga control bola lepas ya salah passing mulu lol,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"@warga.tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang, seperti Casemiro, Lindelof, Kiper baru, Rashford (kalau ada minat dan harga oke), sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y ?",tambang_indonesia tapi emg ad pemain di tim ini yg harus dibuang seperti casemiro lindelof kiper baru rashford kalau ada minat dan harga oke sama butuh winger baru yg lebih oke masalahnya siapa yg ada kemungkinan y,netral
"bukan ""ikut maunya MUï£¿Ã¼Ã²Ã"" ya emang aturan FA pemain yang dipinjamkan gaboleh diturunkan ngelawan klub induk",bukan ikut maunya mu ya emang aturan fa pemain yang dipinjamkan gaboleh diturunkan ngelawan klub induk,negatif
"@antho_aruan udah langsung to the point, tersingkir sudah",udah langsung to the point tersingkir sudah,negatif
Zirkzee ng*ceng anjaiiï£¿Ã¼Ã²Ã,zirkzee ngceng anjaii,negatif
"Katanya lagi ada masalah sikologi, baiknya d rehab dulu bukannya starter mulu... Ancur ini club yg maen orang2 sakit",katanya lagi ada masalah sikologi baiknya d rehab dulu bukannya starter mulu ancur ini club yg maen orang sakit,negatif
"@rvnnn.99 impas lah, kemarin zirkzee yg bikin memang, sekarang dia juga yg bikin gagal menangï£¿Ã¼Ã²Ã",impas lah kemarin zirkzee yg bikin memang sekarang dia juga yg bikin gagal menang,positif
"Saya mulai optimis dengan pendekatan Ruben Amorim, meskipun hasil imbang, permainan tim lebih terstruktur dan lebih cepat.",saya mulai optimis dengan pendekatan ruben amorim meskipun hasil imbang permainan tim lebih terstruktur dan lebih cepat,positif
"Amorim kasih tim MU lebih hidup, tapi defense kita masih sering bikin kesalahan. Perlu lebih rapat!",amorim kasih tim mu lebih hidup tapi defense kita masih sering bikin kesalahan perlu lebih rapat,negatif
"Amorim ini bukan pelatih biasa, dia mastermind! Permainan tim jadi lebih hidup!",amorim ini bukan pelatih biasa dia mastermind permainan tim jadi lebih hidup,positif
"@yoga_abdurahman kalau kata pumuja ten hag, sudah berkembang. Padahal harusnya dimusim k3 melatih jauh dari ini, apalagi dg segala pemain yg dia inginkan di beli",kalau kata pumuja ten hag sudah berkembang padahal harusnya dimusim k melatih jauh dari ini apalagi dg segala pemain yg dia inginkan di beli,negatif
Style penalty licha gila cool bet ï£¿Ã¼Ã®â¢,style penalty licha gila cool bet,positif
@raffyduuu round ini belum pake VAR,round ini belum pake var,netral
"Untuk apa pula memainkan miguire itu, udah jelas pemain lawan pelari malah suruh miguire kelihatan kalah lari terus. Sekelas milner tua pemain buangan aja bisa obrak abrik pertahanan Mu kan lawak emang tim ini",untuk apa pula memainkan miguire itu udah jelas pemain lawan pelari malah suruh miguire kelihatan kalah lari terus sekelas milner tua pemain buangan aja bisa obrak abrik pertahanan mu kan lawak emang tim ini,negatif
"plis gaperlu ikutan tim lain pake build up dari belakang, liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernyaï£¿Ã¼Ã²Â¢",plis gaperlu ikutan tim lain pake build up dari belakang liat klub lain main build up tiap lawan emyu smooth banget enak diliat lah klo emyu yg build up bkin deg deg an doang njir kliatan bgt mediokernya,positif
@rick20qq 1 kata untuk Casemiro,kata untuk casemiro,netral
@dikasaputra___ hahaha siap si paling gak fomo.,hahaha siap si paling gak fomo,positif
@fakhrulkhan__official naaaahhhh... Itu dia ï£¿Ã¼Ã²Ã,nah itu dia,netral
"@mhdd_edo_saputra dipinjam, tapi musim depan harus opsi pembelian",dipinjam tapi musim depan harus opsi pembelian,netral
"@danurbrhmnthaji teruskan bang, jangan nonton sampe MU Juara ï£¿Ã¼Ã²Ã",teruskan bang jangan nonton sampe mu juara,negatif
semangat nonton teman teman,semangat nonton teman teman,positif
Untungnya ada Harry maguire,untungnya ada harry maguire,netral
"dalot juga bisa jadi LB, tapi yaa gitu kan? Mctominay bisa jadi striker, tapi ya gitu kan? Ayolah bro come on. Give me something laah. Kalo debat tapi kosong tuh gemes gw kadang2",dalot juga bisa jadi lb tapi yaa gitu kan mctominay bisa jadi striker tapi ya gitu kan ayolah bro come on give me something laah kalo debat tapi kosong tuh gemes gw kadang,negatif
"Defensifnya masih lemah, tapi menyerang lebih baik dari sebelumnya. Perlu ditingkatkan di semua lini.",defensifnya masih lemah tapi menyerang lebih baik dari sebelumnya perlu ditingkatkan di semua lini,positif
"@vickooo___ tpi disudut gwe lihat maguire yg kesalahan sih bang,tpi mainya maguire udah bagus tpi sayang banget",tpi disudut gwe lihat maguire yg kesalahan sih bangtpi mainya maguire udah bagus tpi sayang banget,negatif
yang beli dia kan pelatih badut,yang beli dia kan pelatih badut,negatif
"orang begini dikasihani, justru dia yg kasian sama lu",orang begini dikasihani justru dia yg kasian sama lu,negatif
"Hojlund ni wajib dibuang, atau minimal loan. Ini orang positioning, control nya ga beres banget",hojlund ni wajib dibuang atau minimal loan ini orang positioning control nya ga beres banget,negatif
@abllxsz lu kan nanya posisi 2 unbeaten juga? Bilbao emang unbeaten kah?,lu kan nanya posisi unbeaten juga bilbao emang unbeaten kah,netral
adminnya respect. Keren guys,adminnya respect keren guys,netral
tuker palmer kalo mau,tuker palmer kalo mau,netral
"raspot udah mentok, musim dingin jual aja kalo gak ada peningkatan",raspot udah mentok musim dingin jual aja kalo gak ada peningkatan,negatif
Setuju banget,setuju banget,positif
@rival02rsm_ raspod bermusuhan dg pelatih. Antony. Kalah saing. Gx dibutuhkan pelatih. Keputusan pemain,raspod bermusuhan dg pelatih antony kalah saing gx dibutuhkan pelatih keputusan pemain,negatif
"kecuali,  gw berharap nya musim depan dijual onana.  cari kiper baru yang mumpuni ï£¿Ã¼Ã²Ã",kecuali gw berharap nya musim depan dijual onana cari kiper baru yang mumpuni,positif
Wkwkwk blokkk !!!,wkwkwk blok,negatif
"Saya merasa sedikit kecewa dengan hasil imbang, namun ada banyak tanda-tanda positif di bawah Ruben Amorim.",saya merasa sedikit kecewa dengan hasil imbang namun ada banyak tandatanda positif di bawah ruben amorim,negatif
hahaha onana kecium aroma aroma tidak beres,hahaha onana kecium aroma aroma tidak beres,negatif
@imammahdi296 emyu aja sekarang di bawah chelsea yg ada emyu yg degradasi kocak ï£¿Ã¼Â§Â£ï£¿Ã¼Â§Â£,emyu aja sekarang di bawah chelsea yg ada emyu yg degradasi kocak,negatif
Ngirit jadi kebelitï£¿Ã¼Ã²Ã,ngirit jadi kebelit,negatif
@dwikiaderzmwn amad pasingnya ngawur padahal udah menang jumlah tadi 3 vs 2,amad pasingnya ngawur padahal udah menang jumlah tadi vs,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
kiper lawak main gais,kiper lawak main gais,negatif
"@rzkyaph dia ngelakuin tugas striker masuk kesana plus dah dalam keadaan meluncur bang, susah pastinya mikir n ngendaliin anggota badan dalam sepersekian detik. Bener2 unlucky. Kl striker gedebog pisang mungkin dia cuma diem di deket titik pinalti",dia ngelakuin tugas striker masuk kesana plus dah dalam keadaan meluncur bang susah pastinya mikir n ngendaliin anggota badan dalam sepersekian detik bener unlucky kl striker gedebog pisang mungkin dia cuma diem di deket titik pinalti,positif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
@egitohir gua yg nonton city vs chelsea kemaren kyk nonton enzo caicedo vs all skuad city,gua yg nonton city vs chelsea kemaren kyk nonton enzo caicedo vs all skuad city,netral
@abang.lae FAKKKK ï£¿Ã¼Ã²â,lae fak,negatif
@andrefajarm skor nanti malam sepertinya draw..,skor nanti malam sepertinya draw,netral
Amorim lebih taktis dalam mengatur momentum pertandingan.,amorim lebih taktis dalam mengatur momentum pertandingan,positif
"Bener kan tim lawan clean sheet, udh apa ini londo ireng di cadangin aja dlu di epl",bener kan tim lawan clean sheet udh apa ini londo ireng di cadangin aja dlu di epl,negatif
Garnacho dan amad game changer,garnacho dan amad game changer,netral
@prawiraajiengrh kayak y sih bukan experimen.... mungkin itu pesan dri ruben buat managemen klu dia perlu pemain baru d depan... coz emyu dah keluar 2 pemain depan tpi baru dapat bek kiri ama bek muda arsenal,kayak y sih bukan experimen mungkin itu pesan dri ruben buat managemen klu dia perlu pemain baru d depan coz emyu dah keluar pemain depan tpi baru dapat bek kiri ama bek muda arsenal,netral
@wahyudii.24 Sancho rela potong gaji buat gabung Chelsea+gak ada biaya peminjaman,sancho rela potong gaji buat gabung chelseagak ada biaya peminjaman,netral
"Ternyata belum berubah, padahal liverpool baru ganti pelatih",ternyata belum berubah padahal liverpool baru ganti pelatih,netral
"Saya senang melihat Bruno Fernandes tampil lebih dominan di lini tengah, meskipun hasilnya imbang, saya optimis dengan masa depan MU di bawah Ruben Amorim.",saya senang melihat bruno fernandes tampil lebih dominan di lini tengah meskipun hasilnya imbang saya optimis dengan masa depan mu di bawah ruben amorim,positif
Kalah lagi udah,kalah lagi udah,negatif
Yes setuju minn,yes setuju minn,positif
lihat aja berapa kali garnacho umpan ke tengah gak ada yang sesuai posisi hojlund sama zirzkee gol pertama aja yang kena wkwk,lihat aja berapa kali garnacho umpan ke tengah gak ada yang sesuai posisi hojlund sama zirzkee gol pertama aja yang kena wkwk,negatif
Fix kalah,fix kalah,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
Capekkk serius deh,capek serius deh,netral
Mainoo bisa kali di convert ke AM soalnya dribble nya bagus bola lengket di kaki dia + bisa main 1-2 sentuhan di area kotak penalti lawan,mainoo bisa kali di convert ke am soalnya dribble nya bagus bola lengket di kaki dia bisa main sentuhan di area kotak penalti lawan,positif
"Kayanya amorim sengaja masang mainoo jd striker buat ngasih ultimatum ke striker lain dah, kaya ""lu liat nih gua bisa mainin siapapun jadi striker kalo lu berdua mainnya masih ga jelas"" gitu kali yaa? ï£¿Ã¼Ã²Ã",kayanya amorim sengaja masang mainoo jd striker buat ngasih ultimatum ke striker lain dah kaya lu liat nih gua bisa mainin siapapun jadi striker kalo lu berdua mainnya masih ga jelas gitu kali yaa,negatif
@anjarnikeysa Kira Kira siapa yg lebih pantas pake no 7?,kira kira siapa yg lebih pantas pake no,netral
apa iyah dek,apa iyah dek,negatif
@maulanapetzl_23 gni lah contoh org pemain nya yg slh pelatih yg d slhkn,gni lah contoh org pemain nya yg slh pelatih yg d slhkn,netral
"@asyrafilsaputra ada yg bales komen gw, kalo posisi 2 kalah ama besiktas. Jelas jelas besiktas lawan twente. Hplu ngebug itu",ada yg bales komen gw kalo posisi kalah ama besiktas jelas jelas besiktas lawan twente hplu ngebug itu,negatif
Ya seperti biasa... setelah ini lihat Rashford beraksi buat Villa dg sentuhan Magic nya...seperti pemain2 MU lainnya yg terbuang,ya seperti biasa setelah ini lihat rashford beraksi buat villa dg sentuhan magic nyaseperti pemain mu lainnya yg terbuang,netral
Amorim lebih banyak variasi serangan dibanding Ten Hag yang cenderung monoton.,amorim lebih banyak variasi serangan dibanding ten hag yang cenderung monoton,negatif
"satu pertanyaan,emang mereka mau? Apalagi abis ngelatih rival emyu",satu pertanyaanemang mereka mau apalagi abis ngelatih rival emyu,negatif
Klub terkutuk,klub terkutuk,negatif
"Celeng lebih ke buang sampah sih, aga laen kalau emyu deal buang 1 sampah malah dapat caseback 2 sampah+ pasien bpjs",celeng lebih ke buang sampah sih aga laen kalau emyu deal buang sampah malah dapat caseback sampah pasien bpjs,negatif
"Di saat baru tertinggal di situ baru permainan mulai panas, di situ pula baru masukkan garnacho dan zirkzee, assuuu benar eth ni, penyakit lama nya gak sembuh2",di saat baru tertinggal di situ baru permainan mulai panas di situ pula baru masukkan garnacho dan zirkzee assu benar eth ni penyakit lama nya gak sembuh,positif
Jadi 1 clan sama ayam sayur,jadi clan sama ayam sayur,negatif
Jadwal main kapan? jam berapa,jadwal main kapan jam berapa,netral
"Gw bilang apa nyepelein,  formasi gak jelas morim morim",gw bilang apa nyepelein formasi gak jelas morim morim,negatif
